row_id,call_id,agent_id,call_start_time,call_end_time,duration,department_id,company_id,call_status,call_outcome
51,CALL_000051,AGT_031,1730122100000,1730124740000,44.0,5,9,abandoned,escalated
52,CALL_000052,AGT_040,1729458080000,1729460300000,37.0,5,2,completed,resolved
53,CALL_000053,AGT_024,1728851180000,1728851300000,2.0,1,8,abandoned,escalated
54,CALL_000054,AGT_042,1729661540000,1729665140000,60.0,4,7,completed,resolved
55,CALL_000055,AGT_005,1728769640000,1728771140000,25.0,3,4,abandoned,follow_up
56,CALL_000056,AGT_026,1729628360000,1729628780000,7.0,3,9,transferred,resolved
57,CALL_000057,AGT_024,1730854520000,1730854760000,4.0,1,8,transferred,resolved
58,CALL_000058,AGT_031,1728337520000,1728338000000,8.0,2,6,completed,resolved
59,CALL_000059,AGT_047,1728192440000,1728192800000,6.0,4,7,transferred,resolved
60,CALL_000060,AGT_005,1730382980000,1730385320000,39.0,4,3,transferred,follow_up
61,CALL_000061,AGT_044,1729632440000,1729633640000,20.0,4,4,abandoned,follow_up
62,CALL_000062,AGT_013,1729137560000,1729139060000,25.0,3,3,completed,escalated
63,CALL_000063,AGT_031,1728408560000,1728410360000,30.0,2,3,abandoned,follow_up
64,CALL_000064,AGT_003,1730334860000,1730337440000,43.0,2,6,abandoned,follow_up
65,CALL_000065,AGT_007,1728621200000,1728622040000,14.0,2,8,abandoned,escalated
66,CALL_000066,AGT_011,1728989420000,1728992240000,47.0,4,1,abandoned,follow_up
67,CALL_000067,AGT_007,1730029940000,1730033180000,54.0,4,9,abandoned,resolved
68,CALL_000068,AGT_009,1729424360000,1729424540000,3.0,3,9,abandoned,resolved
69,CALL_000069,AGT_039,1730691560000,1730693060000,25.0,1,5,abandoned,escalated
70,CALL_000070,AGT_017,1728259160000,1728261260000,35.0,3,5,completed,escalated
71,CALL_000071,AGT_036,1730709860000,1730711360000,25.0,4,5,transferred,escalated
72,CALL_000072,AGT_015,1729973720000,1729975700000,33.0,1,5,abandoned,resolved
73,CALL_000073,AGT_027,1728933500000,1728935600000,35.0,2,10,abandoned,follow_up
74,CALL_000074,AGT_027,1729424720000,1729427000000,38.0,2,1,abandoned,resolved
75,CALL_000075,AGT_014,1729613000000,1729613180000,3.0,3,5,abandoned,escalated
76,CALL_000076,AGT_047,1729048040000,1729050080000,34.0,3,9,abandoned,follow_up
77,CALL_000077,AGT_031,1730400800000,1730402420000,27.0,4,6,abandoned,follow_up
78,CALL_000078,AGT_023,1729694600000,1729697900000,55.0,1,2,transferred,resolved
79,CALL_000079,AGT_029,1729341560000,1729341860000,5.0,3,7,transferred,escalated
80,CALL_000080,AGT_032,1728766340000,1728769880000,59.0,3,6,abandoned,resolved
81,CALL_000081,AGT_029,1730212400000,1730215880000,58.0,3,7,transferred,follow_up
82,CALL_000082,AGT_046,1728799940000,1728800900000,16.0,2,10,completed,resolved
83,CALL_000083,AGT_007,1728751640000,1728754340000,45.0,5,8,abandoned,resolved
84,CALL_000084,AGT_039,1730355740000,1730358500000,46.0,4,1,completed,escalated
85,CALL_000085,AGT_050,1729746380000,1729748840000,41.0,4,8,completed,escalated
86,CALL_000086,AGT_025,1730436800000,1730439380000,43.0,4,8,abandoned,follow_up
87,CALL_000087,AGT_031,1729433780000,1729436780000,50.0,5,2,transferred,resolved
88,CALL_000088,AGT_026,1729840460000,1729841420000,16.0,2,5,completed,resolved
89,CALL_000089,AGT_008,1728784280000,1728787220000,49.0,5,2,abandoned,resolved
90,CALL_000090,AGT_032,1729900940000,1729902980000,34.0,2,2,completed,follow_up
91,CALL_000091,AGT_009,1729775480000,1729778660000,53.0,3,8,completed,follow_up
92,CALL_000092,AGT_041,1728213320000,1728215960000,44.0,4,3,completed,escalated
93,CALL_000093,AGT_041,1730023160000,1730025800000,44.0,4,9,completed,escalated
94,CALL_000094,AGT_042,1729598720000,1729601300000,43.0,4,5,transferred,escalated
95,CALL_000095,AGT_033,1729315340000,1729316360000,17.0,3,10,completed,resolved
96,CALL_000096,AGT_009,1730706320000,1730706440000,2.0,5,7,completed,resolved
97,CALL_000097,AGT_009,1730510660000,1730513060000,40.0,1,1,completed,escalated
98,CALL_000098,AGT_015,1730785100000,1730785820000,12.0,3,4,transferred,resolved
99,CALL_000099,AGT_043,1729046000000,1729047200000,20.0,5,4,completed,escalated
100,CALL_000100,AGT_041,1729247780000,1729249400000,27.0,5,5,completed,follow_up
101,CALL_000101,AGT_039,1730265560000,1730268980000,57.0,4,8,transferred,escalated
102,CALL_000102,AGT_050,1729389620000,1729392620000,50.0,3,6,transferred,follow_up
103,CALL_000103,AGT_038,1729575680000,1729578200000,42.0,1,6,transferred,resolved
104,CALL_000104,AGT_019,1730859500000,1730860040000,9.0,5,6,completed,escalated
105,CALL_000105,AGT_027,1730183900000,1730184680000,13.0,5,6,transferred,resolved
106,CALL_000106,AGT_024,1730032940000,1730035820000,48.0,3,3,transferred,follow_up
107,CALL_000107,AGT_037,1728276080000,1728277580000,25.0,4,1,completed,follow_up
108,CALL_000108,AGT_036,1729956260000,1729959200000,49.0,4,4,transferred,follow_up
109,CALL_000109,AGT_008,1729213160000,1729214060000,15.0,4,2,completed,resolved
110,CALL_000110,AGT_032,1730611880000,1730615180000,55.0,2,3,abandoned,resolved
111,CALL_000111,AGT_045,1728523340000,1728524360000,17.0,2,1,transferred,resolved
112,CALL_000112,AGT_027,1728861620000,1728862460000,14.0,3,8,abandoned,resolved
113,CALL_000113,AGT_044,1730836820000,1730838020000,20.0,4,3,completed,follow_up
114,CALL_000114,AGT_003,1729903520000,1729906460000,49.0,5,2,transferred,follow_up
115,CALL_000115,AGT_029,1730745920000,1730746160000,4.0,3,4,completed,escalated
116,CALL_000116,AGT_029,1729146560000,1729148600000,34.0,1,7,abandoned,escalated
117,CALL_000117,AGT_020,1729175360000,1729176920000,26.0,4,9,completed,resolved
118,CALL_000118,AGT_010,1730161040000,1730164280000,54.0,4,3,transferred,follow_up
119,CALL_000119,AGT_006,1729561580000,1729562240000,11.0,2,9,transferred,follow_up
120,CALL_000120,AGT_018,1729080620000,1729083260000,44.0,5,10,abandoned,follow_up
121,CALL_000121,AGT_041,1730058800000,1730059400000,10.0,4,1,completed,escalated
122,CALL_000122,AGT_032,1729957580000,1729958720000,19.0,3,1,transferred,escalated
123,CALL_000123,AGT_029,1730267420000,1730268560000,19.0,3,2,abandoned,follow_up
124,CALL_000124,AGT_003,1728587840000,1728591440000,60.0,1,10,transferred,follow_up
125,CALL_000125,AGT_019,1730514200000,1730514620000,7.0,1,3,transferred,follow_up
126,CALL_000126,AGT_032,1729455680000,1729455740000,1.0,5,2,completed,escalated
127,CALL_000127,AGT_045,1730168960000,1730171000000,34.0,2,10,transferred,follow_up
128,CALL_000128,AGT_049,1728888380000,1728888800000,7.0,1,2,completed,follow_up
129,CALL_000129,AGT_035,1728919100000,1728919940000,14.0,2,8,transferred,resolved
130,CALL_000130,AGT_043,1730245400000,1730248940000,59.0,2,7,abandoned,resolved
131,CALL_000131,AGT_007,1729215980000,1729216340000,6.0,5,5,transferred,escalated
132,CALL_000132,AGT_018,1728348740000,1728351080000,39.0,5,7,completed,follow_up
133,CALL_000133,AGT_029,1729388300000,1729390460000,36.0,3,4,completed,follow_up
134,CALL_000134,AGT_001,1730330900000,1730332940000,34.0,1,2,abandoned,resolved
135,CALL_000135,AGT_040,1728625640000,1728628160000,42.0,1,4,transferred,escalated
136,CALL_000136,AGT_003,1730105720000,1730109260000,59.0,1,7,transferred,resolved
137,CALL_000137,AGT_048,1728738020000,1728740540000,42.0,3,7,abandoned,resolved
138,CALL_000138,AGT_005,1728617480000,1728621020000,59.0,2,1,transferred,resolved
139,CALL_000139,AGT_025,1730137340000,1730140580000,54.0,3,5,transferred,resolved
140,CALL_000140,AGT_018,1729661960000,1729665200000,54.0,3,2,completed,follow_up
141,CALL_000141,AGT_009,1728269600000,1728270380000,13.0,2,3,transferred,follow_up
142,CALL_000142,AGT_005,1730118080000,1730121620000,59.0,5,9,transferred,resolved
143,CALL_000143,AGT_036,1730703380000,1730706320000,49.0,4,5,abandoned,escalated
144,CALL_000144,AGT_011,1729931720000,1729934960000,54.0,4,8,abandoned,escalated
145,CALL_000145,AGT_027,1730162600000,1730163860000,21.0,3,7,completed,escalated
146,CALL_000146,AGT_019,1730525420000,1730527940000,42.0,5,3,transferred,escalated
147,CALL_000147,AGT_018,1729231040000,1729233920000,48.0,4,2,transferred,resolved
148,CALL_000148,AGT_018,1730852480000,1730853980000,25.0,3,9,transferred,follow_up
149,CALL_000149,AGT_004,1729307780000,1729311320000,59.0,1,9,completed,escalated
150,CALL_000150,AGT_016,1728751040000,1728753800000,46.0,4,5,completed,resolved
151,CALL_000151,AGT_003,1729140740000,1729140920000,3.0,3,9,abandoned,escalated
152,CALL_000152,AGT_015,1729587380000,1729589960000,43.0,4,4,completed,escalated
153,CALL_000153,AGT_009,1730099720000,1730102540000,47.0,1,4,transferred,resolved
154,CALL_000154,AGT_024,1728975320000,1728975500000,3.0,1,4,transferred,follow_up
155,CALL_000155,AGT_036,1728448760000,1728451220000,41.0,4,7,completed,follow_up
156,CALL_000156,AGT_028,1729476920000,1729479080000,36.0,4,6,transferred,resolved
157,CALL_000157,AGT_011,1728885200000,1728888200000,50.0,3,5,transferred,follow_up
158,CALL_000158,AGT_036,1729705820000,1729708760000,49.0,3,6,completed,resolved
159,CALL_000159,AGT_010,1730532140000,1730534480000,39.0,4,8,completed,resolved
160,CALL_000160,AGT_048,1728988700000,1728989600000,15.0,5,10,transferred,resolved
161,CALL_000161,AGT_046,1730550500000,1730551700000,20.0,4,5,transferred,follow_up
162,CALL_000162,AGT_035,1730688980000,1730690060000,18.0,3,9,transferred,resolved
163,CALL_000163,AGT_031,1729246760000,1729249220000,41.0,2,9,abandoned,escalated
164,CALL_000164,AGT_029,1728588020000,1728590480000,41.0,1,8,abandoned,follow_up
165,CALL_000165,AGT_039,1728649820000,1728650000000,3.0,5,1,abandoned,follow_up
166,CALL_000166,AGT_023,1730260640000,1730263220000,43.0,1,1,completed,follow_up
167,CALL_000167,AGT_037,1728653960000,1728655160000,20.0,5,2,abandoned,follow_up
168,CALL_000168,AGT_028,1728279260000,1728281600000,39.0,4,6,completed,escalated
169,CALL_000169,AGT_044,1729972760000,1729974440000,28.0,4,4,completed,follow_up
170,CALL_000170,AGT_023,1730166380000,1730167040000,11.0,1,7,abandoned,follow_up
171,CALL_000171,AGT_040,1729929920000,1729933520000,60.0,4,10,abandoned,resolved
172,CALL_000172,AGT_022,1730339180000,1730341460000,38.0,5,8,abandoned,follow_up
173,CALL_000173,AGT_005,1729149620000,1729149860000,4.0,5,10,transferred,escalated
174,CALL_000174,AGT_028,1729342040000,1729342220000,3.0,1,6,abandoned,escalated
175,CALL_000175,AGT_021,1728882980000,1728883100000,2.0,1,2,transferred,escalated
176,CALL_000176,AGT_044,1729044560000,1729045280000,12.0,3,6,completed,escalated
177,CALL_000177,AGT_025,1730066000000,1730068040000,34.0,5,3,transferred,follow_up
178,CALL_000178,AGT_038,1729687940000,1729690340000,40.0,5,3,abandoned,follow_up
179,CALL_000179,AGT_003,1729379180000,1729381520000,39.0,1,2,completed,escalated
180,CALL_000180,AGT_013,1728929600000,1728932180000,43.0,4,1,completed,escalated
181,CALL_000181,AGT_013,1729671200000,1729672400000,20.0,1,6,completed,follow_up
182,CALL_000182,AGT_003,1729275440000,1729278260000,47.0,5,2,transferred,escalated
183,CALL_000183,AGT_018,1728320600000,1728324080000,58.0,5,3,abandoned,resolved
184,CALL_000184,AGT_028,1729622480000,1729623800000,22.0,3,5,completed,escalated
185,CALL_000185,AGT_032,1730091800000,1730093420000,27.0,4,10,completed,escalated
186,CALL_000186,AGT_046,1728354440000,1728354920000,8.0,5,7,completed,resolved
187,CALL_000187,AGT_047,1729977920000,1729980980000,51.0,4,2,transferred,resolved
188,CALL_000188,AGT_042,1729049300000,1729049420000,2.0,5,9,transferred,follow_up
189,CALL_000189,AGT_012,1728465200000,1728466220000,17.0,2,4,abandoned,follow_up
190,CALL_000190,AGT_023,1728883820000,1728887120000,55.0,3,10,transferred,resolved
191,CALL_000191,AGT_049,1730023340000,1730025920000,43.0,3,2,completed,resolved
192,CALL_000192,AGT_033,1729111820000,1729114280000,41.0,3,5,abandoned,follow_up
193,CALL_000193,AGT_015,1728643220000,1728644120000,15.0,4,8,completed,escalated
194,CALL_000194,AGT_006,1729706660000,1729708880000,37.0,1,1,completed,resolved
195,CALL_000195,AGT_043,1729100360000,1729103180000,47.0,3,3,transferred,follow_up
196,CALL_000196,AGT_001,1729353800000,1729357040000,54.0,5,9,abandoned,escalated
197,CALL_000197,AGT_022,1729748540000,1729750760000,37.0,2,10,transferred,resolved
198,CALL_000198,AGT_015,1729275200000,1729278800000,60.0,2,7,transferred,escalated
199,CALL_000199,AGT_030,1728675560000,1728677120000,26.0,4,3,abandoned,follow_up
200,CALL_000200,AGT_031,1729577840000,1729580180000,39.0,1,1,completed,resolved
201,CALL_000201,AGT_012,1730285120000,1730286920000,30.0,4,8,completed,escalated
202,CALL_000202,AGT_037,1729331120000,1729333580000,41.0,5,2,abandoned,resolved
203,CALL_000203,AGT_042,1728477380000,1728478700000,22.0,4,8,completed,escalated
204,CALL_000204,AGT_036,1729723340000,1729725140000,30.0,4,8,abandoned,follow_up
205,CALL_000205,AGT_014,1730185460000,1730188160000,45.0,5,4,abandoned,follow_up
206,CALL_000206,AGT_017,1729483220000,1729483820000,10.0,2,4,transferred,resolved
207,CALL_000207,AGT_029,1729467860000,1729467920000,1.0,1,5,abandoned,escalated
208,CALL_000208,AGT_021,1729662980000,1729663040000,1.0,4,6,transferred,resolved
209,CALL_000209,AGT_031,1728740240000,1728742640000,40.0,5,2,completed,resolved
210,CALL_000210,AGT_031,1729525580000,1729528460000,48.0,4,4,completed,escalated
211,CALL_000211,AGT_001,1730555120000,1730556260000,19.0,5,6,completed,escalated
212,CALL_000212,AGT_021,1728801320000,1728801860000,9.0,4,3,completed,escalated
213,CALL_000213,AGT_010,1728739700000,1728742940000,54.0,3,7,transferred,follow_up
214,CALL_000214,AGT_036,1730676980000,1730679020000,34.0,5,1,completed,resolved
215,CALL_000215,AGT_035,1730007680000,1730008460000,13.0,4,3,abandoned,resolved
216,CALL_000216,AGT_019,1728308900000,1728309920000,17.0,4,9,abandoned,follow_up
217,CALL_000217,AGT_040,1728999380000,1729002800000,57.0,2,8,abandoned,escalated
218,CALL_000218,AGT_022,1730794760000,1730794880000,2.0,3,3,transferred,follow_up
219,CALL_000219,AGT_038,1729279340000,1729280180000,14.0,5,9,completed,follow_up
220,CALL_000220,AGT_036,1728260900000,1728263540000,44.0,3,5,completed,follow_up
221,CALL_000221,AGT_030,1730628920000,1730631440000,42.0,5,5,completed,resolved
222,CALL_000222,AGT_013,1728424640000,1728427640000,50.0,3,6,transferred,follow_up
223,CALL_000223,AGT_004,1728612920000,1728613400000,8.0,4,5,abandoned,resolved
224,CALL_000224,AGT_050,1729716920000,1729719080000,36.0,4,5,abandoned,resolved
225,CALL_000225,AGT_030,1728387500000,1728389240000,29.0,4,8,completed,resolved
226,CALL_000226,AGT_038,1729890140000,1729891160000,17.0,2,2,abandoned,escalated
227,CALL_000227,AGT_013,1728954020000,1728954620000,10.0,4,8,abandoned,resolved
228,CALL_000228,AGT_043,1729362440000,1729365920000,58.0,4,5,transferred,resolved
229,CALL_000229,AGT_043,1728457340000,1728458540000,20.0,2,10,transferred,escalated
230,CALL_000230,AGT_018,1729350980000,1729353260000,38.0,5,7,transferred,resolved
231,CALL_000231,AGT_019,1728752180000,1728753200000,17.0,5,8,transferred,follow_up
232,CALL_000232,AGT_049,1730725100000,1730727080000,33.0,2,3,completed,follow_up
233,CALL_000233,AGT_013,1729347380000,1729348700000,22.0,3,8,transferred,resolved
234,CALL_000234,AGT_027,1728698840000,1728701840000,50.0,1,6,abandoned,escalated
235,CALL_000235,AGT_025,1728338720000,1728342200000,58.0,4,8,completed,follow_up
236,CALL_000236,AGT_044,1729200680000,1729202720000,34.0,3,5,abandoned,escalated
237,CALL_000237,AGT_023,1730766320000,1730769740000,57.0,5,1,abandoned,escalated
238,CALL_000238,AGT_037,1730493260000,1730493980000,12.0,5,4,abandoned,follow_up
239,CALL_000239,AGT_007,1730471900000,1730474720000,47.0,1,10,transferred,escalated
240,CALL_000240,AGT_005,1730711660000,1730714120000,41.0,3,3,transferred,follow_up
241,CALL_000241,AGT_037,1729264100000,1729267280000,53.0,4,2,completed,escalated
242,CALL_000242,AGT_015,1729143980000,1729147100000,52.0,5,3,completed,follow_up
243,CALL_000243,AGT_008,1730219660000,1730220680000,17.0,4,9,transferred,resolved
244,CALL_000244,AGT_050,1729560200000,1729560320000,2.0,2,6,abandoned,follow_up
245,CALL_000245,AGT_006,1728855740000,1728858200000,41.0,2,10,completed,follow_up
246,CALL_000246,AGT_037,1729254920000,1729258220000,55.0,4,5,transferred,follow_up
247,CALL_000247,AGT_039,1730197400000,1730198600000,20.0,4,1,transferred,follow_up
248,CALL_000248,AGT_016,1729648160000,1729651580000,57.0,4,8,transferred,escalated
249,CALL_000249,AGT_017,1729005860000,1729007300000,24.0,4,6,abandoned,resolved
250,CALL_000250,AGT_044,1730516060000,1730518700000,44.0,4,7,transferred,follow_up
251,CALL_000251,AGT_041,1730292560000,1730295980000,57.0,4,5,transferred,escalated
252,CALL_000252,AGT_019,1729330340000,1729331960000,27.0,2,2,transferred,resolved
253,CALL_000253,AGT_034,1730316140000,1730316920000,13.0,3,8,transferred,resolved
254,CALL_000254,AGT_016,1730148020000,1730149580000,26.0,1,5,completed,resolved
255,CALL_000255,AGT_041,1729786040000,1729787120000,18.0,4,2,completed,resolved
256,CALL_000256,AGT_015,1730465180000,1730466500000,22.0,5,10,transferred,follow_up
257,CALL_000257,AGT_039,1730248280000,1730251520000,54.0,1,2,abandoned,follow_up
258,CALL_000258,AGT_019,1729299980000,1729300640000,11.0,5,3,completed,escalated
259,CALL_000259,AGT_002,1728779180000,1728782480000,55.0,4,4,transferred,escalated
260,CALL_000260,AGT_002,1728532040000,1728532460000,7.0,4,2,completed,escalated
261,CALL_000261,AGT_007,1728652880000,1728653960000,18.0,5,2,completed,resolved
262,CALL_000262,AGT_045,1730409500000,1730410640000,19.0,1,3,abandoned,resolved
263,CALL_000263,AGT_046,1729270280000,1729272200000,32.0,2,9,transferred,follow_up
264,CALL_000264,AGT_031,1728922040000,1728924080000,34.0,3,1,transferred,resolved
265,CALL_000265,AGT_048,1729511660000,1729511780000,2.0,3,3,abandoned,resolved
266,CALL_000266,AGT_035,1729210580000,1729211780000,20.0,2,5,abandoned,resolved
267,CALL_000267,AGT_042,1728947300000,1728947480000,3.0,1,3,transferred,escalated
268,CALL_000268,AGT_040,1729794860000,1729797620000,46.0,4,7,transferred,escalated
269,CALL_000269,AGT_010,1729027640000,1729028420000,13.0,5,3,abandoned,follow_up
270,CALL_000270,AGT_036,1728490040000,1728493580000,59.0,2,6,completed,resolved
271,CALL_000271,AGT_025,1730181560000,1730183780000,37.0,4,6,completed,resolved
272,CALL_000272,AGT_003,1729073780000,1729075340000,26.0,5,8,abandoned,follow_up
273,CALL_000273,AGT_004,1728680420000,1728683120000,45.0,5,1,completed,resolved
274,CALL_000274,AGT_003,1729954160000,1729955840000,28.0,5,9,abandoned,resolved
275,CALL_000275,AGT_023,1730864120000,1730865500000,23.0,2,3,completed,escalated
276,CALL_000276,AGT_046,1730473880000,1730476640000,46.0,2,2,completed,follow_up
277,CALL_000277,AGT_048,1730381840000,1730383460000,27.0,5,8,transferred,follow_up
278,CALL_000278,AGT_041,1730018600000,1730018780000,3.0,4,10,transferred,follow_up
279,CALL_000279,AGT_005,1730576120000,1730576300000,3.0,5,8,completed,follow_up
280,CALL_000280,AGT_046,1729617080000,1729619180000,35.0,4,6,completed,escalated
281,CALL_000281,AGT_003,1728494600000,1728494840000,4.0,1,5,transferred,escalated
282,CALL_000282,AGT_002,1729304780000,1729306100000,22.0,3,8,transferred,resolved
283,CALL_000283,AGT_011,1729571300000,1729571960000,11.0,3,10,transferred,resolved
284,CALL_000284,AGT_041,1728615740000,1728616880000,19.0,2,1,abandoned,resolved
285,CALL_000285,AGT_040,1728240800000,1728242300000,25.0,1,6,completed,resolved
286,CALL_000286,AGT_044,1730296940000,1730298020000,18.0,2,10,transferred,escalated
287,CALL_000287,AGT_027,1730862560000,1730863280000,12.0,4,9,completed,follow_up
288,CALL_000288,AGT_025,1729327640000,1729329980000,39.0,4,5,abandoned,escalated
289,CALL_000289,AGT_030,1730242220000,1730245160000,49.0,5,3,abandoned,resolved
290,CALL_000290,AGT_014,1729244960000,1729247240000,38.0,4,5,transferred,escalated
291,CALL_000291,AGT_024,1728610160000,1728610940000,13.0,3,6,abandoned,follow_up
292,CALL_000292,AGT_010,1729217720000,1729218560000,14.0,2,10,completed,follow_up
293,CALL_000293,AGT_018,1730020700000,1730023880000,53.0,4,7,transferred,escalated
294,CALL_000294,AGT_049,1728291980000,1728295040000,51.0,2,3,completed,escalated
295,CALL_000295,AGT_015,1730719520000,1730721800000,38.0,2,3,completed,escalated
296,CALL_000296,AGT_048,1730184080000,1730186720000,44.0,5,10,abandoned,resolved
297,CALL_000297,AGT_016,1729466180000,1729467140000,16.0,3,1,abandoned,escalated
298,CALL_000298,AGT_043,1729470440000,1729473680000,54.0,2,7,abandoned,escalated
299,CALL_000299,AGT_022,1728567020000,1728569360000,39.0,5,8,abandoned,escalated
300,CALL_000300,AGT_050,1730749040000,1730749580000,9.0,3,6,abandoned,follow_up
301,CALL_000301,AGT_026,1729012160000,1729014860000,45.0,2,5,transferred,follow_up
302,CALL_000302,AGT_032,1728263300000,1728265580000,38.0,1,1,completed,resolved
303,CALL_000303,AGT_029,1728268520000,1728271040000,42.0,5,2,completed,resolved
304,CALL_000304,AGT_033,1729476980000,1729478120000,19.0,5,2,completed,follow_up
305,CALL_000305,AGT_022,1730130680000,1730130980000,5.0,4,5,completed,follow_up
306,CALL_000306,AGT_029,1728323060000,1728325760000,45.0,1,8,abandoned,follow_up
307,CALL_000307,AGT_024,1730416700000,1730419760000,51.0,2,4,completed,escalated
308,CALL_000308,AGT_031,1728999800000,1729002620000,47.0,5,2,transferred,escalated
309,CALL_000309,AGT_023,1729870940000,1729874360000,57.0,2,8,transferred,follow_up
310,CALL_000310,AGT_043,1730319560000,1730321360000,30.0,2,2,completed,escalated
311,CALL_000311,AGT_028,1729937720000,1729938020000,5.0,1,9,completed,escalated
312,CALL_000312,AGT_046,1729631300000,1729634060000,46.0,1,8,transferred,resolved
313,CALL_000313,AGT_048,1730089040000,1730092220000,53.0,5,7,transferred,follow_up
314,CALL_000314,AGT_019,1728670520000,1728672800000,38.0,1,2,abandoned,follow_up
315,CALL_000315,AGT_003,1730145200000,1730147480000,38.0,4,9,transferred,escalated
316,CALL_000316,AGT_004,1729098800000,1729100060000,21.0,1,4,abandoned,follow_up
317,CALL_000317,AGT_017,1728516860000,1728520400000,59.0,1,10,abandoned,resolved
318,CALL_000318,AGT_029,1728332540000,1728334220000,28.0,3,8,abandoned,resolved
319,CALL_000319,AGT_044,1728311300000,1728313760000,41.0,1,5,abandoned,resolved
320,CALL_000320,AGT_001,1730073200000,1730075540000,39.0,3,1,abandoned,follow_up
