row_id,call_id,agent_id,call_start_time,call_end_time,duration,department_id,company_id,call_status,call_outcome
19,CALL_000019,AGT_007,2024-10-08 07:47:20.633158,2024-10-08 07:56:20.633158,9.0,4,2,abandoned,escalated
20,CALL_000020,AGT_004,2024-11-05 10:29:20.633158,2024-11-05 10:33:20.633158,4.0,2,1,abandoned,follow_up
21,CALL_000021,AGT_029,2024-10-20 13:29:20.633158,2024-10-20 14:24:20.633158,55.0,2,5,completed,follow_up
22,CALL_000022,AGT_026,2024-10-19 07:19:20.633158,2024-10-19 07:32:20.633158,13.0,2,7,completed,escalated
23,CALL_000023,AGT_028,2024-10-13 19:54:20.633158,2024-10-13 20:11:20.633158,17.0,2,9,abandoned,follow_up
24,CALL_000024,AGT_038,2024-10-27 15:34:20.633158,2024-10-27 15:51:20.633158,17.0,2,2,abandoned,resolved
25,CALL_000025,AGT_004,2024-10-08 07:07:20.633158,2024-10-08 07:48:20.633158,41.0,3,8,completed,resolved
26,CALL_000026,AGT_011,2024-10-21 07:20:20.633158,2024-10-21 07:28:20.633158,8.0,4,2,completed,escalated
27,CALL_000027,AGT_049,2024-10-18 01:28:20.633158,2024-10-18 01:41:20.633158,13.0,5,10,completed,escalated
28,CALL_000028,AGT_050,2024-10-08 06:05:20.633158,2024-10-08 06:41:20.633158,36.0,1,1,transferred,escalated
29,CALL_000029,AGT_039,2024-10-10 10:33:20.633158,2024-10-10 11:31:20.633158,58.0,2,7,transferred,follow_up
30,CALL_000030,AGT_036,2024-10-17 06:33:20.633158,2024-10-17 06:58:20.633158,25.0,3,2,transferred,resolved
31,CALL_000031,AGT_001,2024-10-26 02:36:20.633158,2024-10-26 02:51:20.633158,15.0,1,6,abandoned,resolved
32,CALL_000032,AGT_021,2024-10-20 21:39:20.633158,2024-10-20 21:45:20.633158,6.0,5,3,transferred,follow_up
33,CALL_000033,AGT_033,2024-10-23 16:19:20.633158,2024-10-23 17:03:20.633158,44.0,1,4,abandoned,resolved
34,CALL_000034,AGT_010,2024-10-31 19:41:20.633158,2024-10-31 20:10:20.633158,29.0,1,8,abandoned,escalated
35,CALL_000035,AGT_017,2024-11-04 21:16:20.633158,2024-11-04 21:41:20.633158,25.0,1,5,transferred,escalated
36,CALL_000036,AGT_019,2024-10-07 18:40:20.633158,2024-10-07 19:01:20.633158,21.0,2,2,abandoned,escalated
37,CALL_000037,AGT_004,2024-10-12 15:51:20.633158,2024-10-12 16:09:20.633158,18.0,3,3,transferred,resolved
38,CALL_000038,AGT_022,2024-10-09 07:35:20.633158,2024-10-09 08:13:20.633158,38.0,4,4,transferred,escalated
39,CALL_000039,AGT_011,2024-10-05 22:05:20.633158,2024-10-05 22:35:20.633158,30.0,3,2,completed,follow_up
40,CALL_000040,AGT_013,2024-11-03 00:13:20.633158,2024-11-03 00:19:20.633158,6.0,4,6,transferred,follow_up
41,CALL_000041,AGT_041,2024-10-11 18:53:20.633158,2024-10-11 19:33:20.633158,40.0,2,3,completed,resolved
42,CALL_000042,AGT_007,2024-10-19 22:37:20.633158,2024-10-19 22:49:20.633158,12.0,5,2,transferred,follow_up
43,CALL_000043,AGT_029,2024-10-24 20:16:20.633158,2024-10-24 20:42:20.633158,26.0,4,2,transferred,follow_up
44,CALL_000044,AGT_032,2024-10-27 20:23:20.633158,2024-10-27 20:57:20.633158,34.0,2,1,completed,resolved
45,CALL_000045,AGT_015,2024-10-07 13:42:20.633158,2024-10-07 14:29:20.633158,47.0,4,1,completed,escalated
46,CALL_000046,AGT_024,2024-10-23 07:02:20.633158,2024-10-23 07:42:20.633158,40.0,1,7,transferred,escalated
47,CALL_000047,AGT_039,2024-10-11 07:35:20.633158,2024-10-11 07:40:20.633158,5.0,4,7,abandoned,escalated
48,CALL_000048,AGT_018,2024-10-24 17:30:20.633158,2024-10-24 18:02:20.633158,32.0,5,9,completed,resolved
49,CALL_000049,AGT_036,2024-10-16 18:46:20.633158,2024-10-16 18:55:20.633158,9.0,4,3,abandoned,follow_up
50,CALL_000050,AGT_016,2024-10-16 04:20:20.633158,2024-10-16 05:07:20.633158,47.0,2,8,abandoned,escalated
51,CALL_000051,AGT_031,2024-10-28 06:28:20.633158,2024-10-28 07:12:20.633158,44.0,5,9,abandoned,escalated
52,CALL_000052,AGT_040,2024-10-20 14:01:20.633158,2024-10-20 14:38:20.633158,37.0,5,2,completed,resolved
53,CALL_000053,AGT_024,2024-10-13 13:26:20.633158,2024-10-13 13:28:20.633158,2.0,1,8,abandoned,escalated
54,CALL_000054,AGT_042,2024-10-22 22:32:20.633158,2024-10-22 23:32:20.633158,60.0,4,7,completed,resolved
55,CALL_000055,AGT_005,2024-10-12 14:47:20.633158,2024-10-12 15:12:20.633158,25.0,3,4,abandoned,follow_up
56,CALL_000056,AGT_026,2024-10-22 13:19:20.633158,2024-10-22 13:26:20.633158,7.0,3,9,transferred,resolved
57,CALL_000057,AGT_024,2024-11-05 16:55:20.633158,2024-11-05 16:59:20.633158,4.0,1,8,transferred,resolved
58,CALL_000058,AGT_031,2024-10-07 14:45:20.633158,2024-10-07 14:53:20.633158,8.0,2,6,completed,resolved
59,CALL_000059,AGT_047,2024-10-05 22:27:20.633158,2024-10-05 22:33:20.633158,6.0,4,7,transferred,resolved
60,CALL_000060,AGT_005,2024-10-31 06:56:20.633158,2024-10-31 07:35:20.633158,39.0,4,3,transferred,follow_up
61,CALL_000061,AGT_044,2024-10-22 14:27:20.633158,2024-10-22 14:47:20.633158,20.0,4,4,abandoned,follow_up
62,CALL_000062,AGT_013,2024-10-16 20:59:20.633158,2024-10-16 21:24:20.633158,25.0,3,3,completed,escalated
63,CALL_000063,AGT_031,2024-10-08 10:29:20.633158,2024-10-08 10:59:20.633158,30.0,2,3,abandoned,follow_up
64,CALL_000064,AGT_003,2024-10-30 17:34:20.633158,2024-10-30 18:17:20.633158,43.0,2,6,abandoned,follow_up
65,CALL_000065,AGT_007,2024-10-10 21:33:20.633158,2024-10-10 21:47:20.633158,14.0,2,8,abandoned,escalated
66,CALL_000066,AGT_011,2024-10-15 03:50:20.633158,2024-10-15 04:37:20.633158,47.0,4,1,abandoned,follow_up
67,CALL_000067,AGT_007,2024-10-27 04:52:20.633158,2024-10-27 05:46:20.633158,54.0,4,9,abandoned,resolved
68,CALL_000068,AGT_009,2024-10-20 04:39:20.633158,2024-10-20 04:42:20.633158,3.0,3,9,abandoned,resolved
69,CALL_000069,AGT_039,2024-11-03 19:39:20.633158,2024-11-03 20:04:20.633158,25.0,1,5,abandoned,escalated
70,CALL_000070,AGT_017,2024-10-06 16:59:20.633158,2024-10-06 17:34:20.633158,35.0,3,5,completed,escalated
71,CALL_000071,AGT_036,2024-11-04 00:44:20.633158,2024-11-04 01:09:20.633158,25.0,4,5,transferred,escalated
72,CALL_000072,AGT_015,2024-10-26 13:15:20.633158,2024-10-26 13:48:20.633158,33.0,1,5,abandoned,resolved
73,CALL_000073,AGT_027,2024-10-14 12:18:20.633158,2024-10-14 12:53:20.633158,35.0,2,10,abandoned,follow_up
74,CALL_000074,AGT_027,2024-10-20 04:45:20.633158,2024-10-20 05:23:20.633158,38.0,2,1,abandoned,resolved
75,CALL_000075,AGT_014,2024-10-22 09:03:20.633158,2024-10-22 09:06:20.633158,3.0,3,5,abandoned,escalated
76,CALL_000076,AGT_047,2024-10-15 20:07:20.633158,2024-10-15 20:41:20.633158,34.0,3,9,abandoned,follow_up
77,CALL_000077,AGT_031,2024-10-31 11:53:20.633158,2024-10-31 12:20:20.633158,27.0,4,6,abandoned,follow_up
78,CALL_000078,AGT_023,2024-10-23 07:43:20.633158,2024-10-23 08:38:20.633158,55.0,1,2,transferred,resolved
79,CALL_000079,AGT_029,2024-10-19 05:39:20.633158,2024-10-19 05:44:20.633158,5.0,3,7,transferred,escalated
80,CALL_000080,AGT_032,2024-10-12 13:52:20.633158,2024-10-12 14:51:20.633158,59.0,3,6,abandoned,resolved
81,CALL_000081,AGT_029,2024-10-29 07:33:20.633158,2024-10-29 08:31:20.633158,58.0,3,7,transferred,follow_up
82,CALL_000082,AGT_046,2024-10-12 23:12:20.633158,2024-10-12 23:28:20.633158,16.0,2,10,completed,resolved
83,CALL_000083,AGT_007,2024-10-12 09:47:20.633158,2024-10-12 10:32:20.633158,45.0,5,8,abandoned,resolved
84,CALL_000084,AGT_039,2024-10-30 23:22:20.633158,2024-10-31 00:08:20.633158,46.0,4,1,completed,escalated
85,CALL_000085,AGT_050,2024-10-23 22:06:20.633158,2024-10-23 22:47:20.633158,41.0,4,8,completed,escalated
86,CALL_000086,AGT_025,2024-10-31 21:53:20.633158,2024-10-31 22:36:20.633158,43.0,4,8,abandoned,follow_up
87,CALL_000087,AGT_031,2024-10-20 07:16:20.633158,2024-10-20 08:06:20.633158,50.0,5,2,transferred,resolved
88,CALL_000088,AGT_026,2024-10-25 00:14:20.633158,2024-10-25 00:30:20.633158,16.0,2,5,completed,resolved
89,CALL_000089,AGT_008,2024-10-12 18:51:20.633158,2024-10-12 19:40:20.633158,49.0,5,2,abandoned,resolved
90,CALL_000090,AGT_032,2024-10-25 17:02:20.633158,2024-10-25 17:36:20.633158,34.0,2,2,completed,follow_up
91,CALL_000091,AGT_009,2024-10-24 06:11:20.633158,2024-10-24 07:04:20.633158,53.0,3,8,completed,follow_up
92,CALL_000092,AGT_041,2024-10-06 04:15:20.633158,2024-10-06 04:59:20.633158,44.0,4,3,completed,escalated
93,CALL_000093,AGT_041,2024-10-27 02:59:20.633158,2024-10-27 03:43:20.633158,44.0,4,9,completed,escalated
94,CALL_000094,AGT_042,2024-10-22 05:05:20.633158,2024-10-22 05:48:20.633158,43.0,4,5,transferred,escalated
95,CALL_000095,AGT_033,2024-10-18 22:22:20.633158,2024-10-18 22:39:20.633158,17.0,3,10,completed,resolved
96,CALL_000096,AGT_009,2024-11-03 23:45:20.633158,2024-11-03 23:47:20.633158,2.0,5,7,completed,resolved
97,CALL_000097,AGT_009,2024-11-01 18:24:20.633158,2024-11-01 19:04:20.633158,40.0,1,1,completed,escalated
98,CALL_000098,AGT_015,2024-11-04 21:38:20.633158,2024-11-04 21:50:20.633158,12.0,3,4,transferred,resolved
99,CALL_000099,AGT_043,2024-10-15 19:33:20.633158,2024-10-15 19:53:20.633158,20.0,5,4,completed,escalated
100,CALL_000100,AGT_041,2024-10-18 03:36:20.633158,2024-10-18 04:03:20.633158,27.0,5,5,completed,follow_up
101,CALL_000101,AGT_039,2024-10-29 22:19:20.633158,2024-10-29 23:16:20.633158,57.0,4,8,transferred,escalated
102,CALL_000102,AGT_050,2024-10-19 19:00:20.633158,2024-10-19 19:50:20.633158,50.0,3,6,transferred,follow_up
103,CALL_000103,AGT_038,2024-10-21 22:41:20.633158,2024-10-21 23:23:20.633158,42.0,1,6,transferred,resolved
104,CALL_000104,AGT_019,2024-11-05 18:18:20.633158,2024-11-05 18:27:20.633158,9.0,5,6,completed,escalated
105,CALL_000105,AGT_027,2024-10-28 23:38:20.633158,2024-10-28 23:51:20.633158,13.0,5,6,transferred,resolved
106,CALL_000106,AGT_024,2024-10-27 05:42:20.633158,2024-10-27 06:30:20.633158,48.0,3,3,transferred,follow_up
107,CALL_000107,AGT_037,2024-10-06 21:41:20.633158,2024-10-06 22:06:20.633158,25.0,4,1,completed,follow_up
108,CALL_000108,AGT_036,2024-10-26 08:24:20.633158,2024-10-26 09:13:20.633158,49.0,4,4,transferred,follow_up
109,CALL_000109,AGT_008,2024-10-17 17:59:20.633158,2024-10-17 18:14:20.633158,15.0,4,2,completed,resolved
110,CALL_000110,AGT_032,2024-11-02 22:31:20.633158,2024-11-02 23:26:20.633158,55.0,2,3,abandoned,resolved
111,CALL_000111,AGT_045,2024-10-09 18:22:20.633158,2024-10-09 18:39:20.633158,17.0,2,1,transferred,resolved
112,CALL_000112,AGT_027,2024-10-13 16:20:20.633158,2024-10-13 16:34:20.633158,14.0,3,8,abandoned,resolved
113,CALL_000113,AGT_044,2024-11-05 12:00:20.633158,2024-11-05 12:20:20.633158,20.0,4,3,completed,follow_up
114,CALL_000114,AGT_003,2024-10-25 17:45:20.633158,2024-10-25 18:34:20.633158,49.0,5,2,transferred,follow_up
115,CALL_000115,AGT_029,2024-11-04 10:45:20.633158,2024-11-04 10:49:20.633158,4.0,3,4,completed,escalated
116,CALL_000116,AGT_029,2024-10-16 23:29:20.633158,2024-10-17 00:03:20.633158,34.0,1,7,abandoned,escalated
117,CALL_000117,AGT_020,2024-10-17 07:29:20.633158,2024-10-17 07:55:20.633158,26.0,4,9,completed,resolved
118,CALL_000118,AGT_010,2024-10-28 17:17:20.633158,2024-10-28 18:11:20.633158,54.0,4,3,transferred,follow_up
119,CALL_000119,AGT_006,2024-10-21 18:46:20.633158,2024-10-21 18:57:20.633158,11.0,2,9,transferred,follow_up
120,CALL_000120,AGT_018,2024-10-16 05:10:20.633158,2024-10-16 05:54:20.633158,44.0,5,10,abandoned,follow_up
121,CALL_000121,AGT_041,2024-10-27 12:53:20.633158,2024-10-27 13:03:20.633158,10.0,4,1,completed,escalated
122,CALL_000122,AGT_032,2024-10-26 08:46:20.633158,2024-10-26 09:05:20.633158,19.0,3,1,transferred,escalated
123,CALL_000123,AGT_029,2024-10-29 22:50:20.633158,2024-10-29 23:09:20.633158,19.0,3,2,abandoned,follow_up
124,CALL_000124,AGT_003,2024-10-10 12:17:20.633158,2024-10-10 13:17:20.633158,60.0,1,10,transferred,follow_up
125,CALL_000125,AGT_019,2024-11-01 19:23:20.633158,2024-11-01 19:30:20.633158,7.0,1,3,transferred,follow_up
126,CALL_000126,AGT_032,2024-10-20 13:21:20.633158,2024-10-20 13:22:20.633158,1.0,5,2,completed,escalated
127,CALL_000127,AGT_045,2024-10-28 19:29:20.633158,2024-10-28 20:03:20.633158,34.0,2,10,transferred,follow_up
128,CALL_000128,AGT_049,2024-10-13 23:46:20.633158,2024-10-13 23:53:20.633158,7.0,1,2,completed,follow_up
129,CALL_000129,AGT_035,2024-10-14 08:18:20.633158,2024-10-14 08:32:20.633158,14.0,2,8,transferred,resolved
130,CALL_000130,AGT_043,2024-10-29 16:43:20.633158,2024-10-29 17:42:20.633158,59.0,2,7,abandoned,resolved
131,CALL_000131,AGT_007,2024-10-17 18:46:20.633158,2024-10-17 18:52:20.633158,6.0,5,5,transferred,escalated
132,CALL_000132,AGT_018,2024-10-07 17:52:20.633158,2024-10-07 18:31:20.633158,39.0,5,7,completed,follow_up
133,CALL_000133,AGT_029,2024-10-19 18:38:20.633158,2024-10-19 19:14:20.633158,36.0,3,4,completed,follow_up
134,CALL_000134,AGT_001,2024-10-30 16:28:20.633158,2024-10-30 17:02:20.633158,34.0,1,2,abandoned,resolved
135,CALL_000135,AGT_040,2024-10-10 22:47:20.633158,2024-10-10 23:29:20.633158,42.0,1,4,transferred,escalated
136,CALL_000136,AGT_003,2024-10-28 01:55:20.633158,2024-10-28 02:54:20.633158,59.0,1,7,transferred,resolved
137,CALL_000137,AGT_048,2024-10-12 06:00:20.633158,2024-10-12 06:42:20.633158,42.0,3,7,abandoned,resolved
138,CALL_000138,AGT_005,2024-10-10 20:31:20.633158,2024-10-10 21:30:20.633158,59.0,2,1,transferred,resolved
139,CALL_000139,AGT_025,2024-10-28 10:42:20.633158,2024-10-28 11:36:20.633158,54.0,3,5,transferred,resolved
140,CALL_000140,AGT_018,2024-10-22 22:39:20.633158,2024-10-22 23:33:20.633158,54.0,3,2,completed,follow_up
141,CALL_000141,AGT_009,2024-10-06 19:53:20.633158,2024-10-06 20:06:20.633158,13.0,2,3,transferred,follow_up
142,CALL_000142,AGT_005,2024-10-28 05:21:20.633158,2024-10-28 06:20:20.633158,59.0,5,9,transferred,resolved
143,CALL_000143,AGT_036,2024-11-03 22:56:20.633158,2024-11-03 23:45:20.633158,49.0,4,5,abandoned,escalated
144,CALL_000144,AGT_011,2024-10-26 01:35:20.633158,2024-10-26 02:29:20.633158,54.0,4,8,abandoned,escalated
145,CALL_000145,AGT_027,2024-10-28 17:43:20.633158,2024-10-28 18:04:20.633158,21.0,3,7,completed,escalated
146,CALL_000146,AGT_019,2024-11-01 22:30:20.633158,2024-11-01 23:12:20.633158,42.0,5,3,transferred,escalated
147,CALL_000147,AGT_018,2024-10-17 22:57:20.633158,2024-10-17 23:45:20.633158,48.0,4,2,transferred,resolved
148,CALL_000148,AGT_018,2024-11-05 16:21:20.633158,2024-11-05 16:46:20.633158,25.0,3,9,transferred,follow_up
149,CALL_000149,AGT_004,2024-10-18 20:16:20.633158,2024-10-18 21:15:20.633158,59.0,1,9,completed,escalated
150,CALL_000150,AGT_016,2024-10-12 09:37:20.633158,2024-10-12 10:23:20.633158,46.0,4,5,completed,resolved
151,CALL_000151,AGT_003,2024-10-16 21:52:20.633158,2024-10-16 21:55:20.633158,3.0,3,9,abandoned,escalated
152,CALL_000152,AGT_015,2024-10-22 01:56:20.633158,2024-10-22 02:39:20.633158,43.0,4,4,completed,escalated
153,CALL_000153,AGT_009,2024-10-28 00:15:20.633158,2024-10-28 01:02:20.633158,47.0,1,4,transferred,resolved
154,CALL_000154,AGT_024,2024-10-14 23:55:20.633158,2024-10-14 23:58:20.633158,3.0,1,4,transferred,follow_up
155,CALL_000155,AGT_036,2024-10-08 21:39:20.633158,2024-10-08 22:20:20.633158,41.0,4,7,completed,follow_up
156,CALL_000156,AGT_028,2024-10-20 19:15:20.633158,2024-10-20 19:51:20.633158,36.0,4,6,transferred,resolved
157,CALL_000157,AGT_011,2024-10-13 22:53:20.633158,2024-10-13 23:43:20.633158,50.0,3,5,transferred,follow_up
158,CALL_000158,AGT_036,2024-10-23 10:50:20.633158,2024-10-23 11:39:20.633158,49.0,3,6,completed,resolved
159,CALL_000159,AGT_010,2024-11-02 00:22:20.633158,2024-11-02 01:01:20.633158,39.0,4,8,completed,resolved
160,CALL_000160,AGT_048,2024-10-15 03:38:20.633158,2024-10-15 03:53:20.633158,15.0,5,10,transferred,resolved
161,CALL_000161,AGT_046,2024-11-02 05:28:20.633158,2024-11-02 05:48:20.633158,20.0,4,5,transferred,follow_up
162,CALL_000162,AGT_035,2024-11-03 18:56:20.633158,2024-11-03 19:14:20.633158,18.0,3,9,transferred,resolved
163,CALL_000163,AGT_031,2024-10-18 03:19:20.633158,2024-10-18 04:00:20.633158,41.0,2,9,abandoned,escalated
164,CALL_000164,AGT_029,2024-10-10 12:20:20.633158,2024-10-10 13:01:20.633158,41.0,1,8,abandoned,follow_up
165,CALL_000165,AGT_039,2024-10-11 05:30:20.633158,2024-10-11 05:33:20.633158,3.0,5,1,abandoned,follow_up
166,CALL_000166,AGT_023,2024-10-29 20:57:20.633158,2024-10-29 21:40:20.633158,43.0,1,1,completed,follow_up
167,CALL_000167,AGT_037,2024-10-11 06:39:20.633158,2024-10-11 06:59:20.633158,20.0,5,2,abandoned,follow_up
168,CALL_000168,AGT_028,2024-10-06 22:34:20.633158,2024-10-06 23:13:20.633158,39.0,4,6,completed,escalated
169,CALL_000169,AGT_044,2024-10-26 12:59:20.633158,2024-10-26 13:27:20.633158,28.0,4,4,completed,follow_up
170,CALL_000170,AGT_023,2024-10-28 18:46:20.633158,2024-10-28 18:57:20.633158,11.0,1,7,abandoned,follow_up
171,CALL_000171,AGT_040,2024-10-26 01:05:20.633158,2024-10-26 02:05:20.633158,60.0,4,10,abandoned,resolved
172,CALL_000172,AGT_022,2024-10-30 18:46:20.633158,2024-10-30 19:24:20.633158,38.0,5,8,abandoned,follow_up
173,CALL_000173,AGT_005,2024-10-17 00:20:20.633158,2024-10-17 00:24:20.633158,4.0,5,10,transferred,escalated
174,CALL_000174,AGT_028,2024-10-19 05:47:20.633158,2024-10-19 05:50:20.633158,3.0,1,6,abandoned,escalated
175,CALL_000175,AGT_021,2024-10-13 22:16:20.633158,2024-10-13 22:18:20.633158,2.0,1,2,transferred,escalated
176,CALL_000176,AGT_044,2024-10-15 19:09:20.633158,2024-10-15 19:21:20.633158,12.0,3,6,completed,escalated
177,CALL_000177,AGT_025,2024-10-27 14:53:20.633158,2024-10-27 15:27:20.633158,34.0,5,3,transferred,follow_up
178,CALL_000178,AGT_038,2024-10-23 05:52:20.633158,2024-10-23 06:32:20.633158,40.0,5,3,abandoned,follow_up
179,CALL_000179,AGT_003,2024-10-19 16:06:20.633158,2024-10-19 16:45:20.633158,39.0,1,2,completed,escalated
180,CALL_000180,AGT_013,2024-10-14 11:13:20.633158,2024-10-14 11:56:20.633158,43.0,4,1,completed,escalated
181,CALL_000181,AGT_013,2024-10-23 01:13:20.633158,2024-10-23 01:33:20.633158,20.0,1,6,completed,follow_up
182,CALL_000182,AGT_003,2024-10-18 11:17:20.633158,2024-10-18 12:04:20.633158,47.0,5,2,transferred,escalated
183,CALL_000183,AGT_018,2024-10-07 10:03:20.633158,2024-10-07 11:01:20.633158,58.0,5,3,abandoned,resolved
184,CALL_000184,AGT_028,2024-10-22 11:41:20.633158,2024-10-22 12:03:20.633158,22.0,3,5,completed,escalated
185,CALL_000185,AGT_032,2024-10-27 22:03:20.633158,2024-10-27 22:30:20.633158,27.0,4,10,completed,escalated
186,CALL_000186,AGT_046,2024-10-07 19:27:20.633158,2024-10-07 19:35:20.633158,8.0,5,7,completed,resolved
187,CALL_000187,AGT_047,2024-10-26 14:25:20.633158,2024-10-26 15:16:20.633158,51.0,4,2,transferred,resolved
188,CALL_000188,AGT_042,2024-10-15 20:28:20.633158,2024-10-15 20:30:20.633158,2.0,5,9,transferred,follow_up
189,CALL_000189,AGT_012,2024-10-09 02:13:20.633158,2024-10-09 02:30:20.633158,17.0,2,4,abandoned,follow_up
190,CALL_000190,AGT_023,2024-10-13 22:30:20.633158,2024-10-13 23:25:20.633158,55.0,3,10,transferred,resolved
191,CALL_000191,AGT_049,2024-10-27 03:02:20.633158,2024-10-27 03:45:20.633158,43.0,3,2,completed,resolved
192,CALL_000192,AGT_033,2024-10-16 13:50:20.633158,2024-10-16 14:31:20.633158,41.0,3,5,abandoned,follow_up
193,CALL_000193,AGT_015,2024-10-11 03:40:20.633158,2024-10-11 03:55:20.633158,15.0,4,8,completed,escalated
194,CALL_000194,AGT_006,2024-10-23 11:04:20.633158,2024-10-23 11:41:20.633158,37.0,1,1,completed,resolved
195,CALL_000195,AGT_043,2024-10-16 10:39:20.633158,2024-10-16 11:26:20.633158,47.0,3,3,transferred,follow_up
196,CALL_000196,AGT_001,2024-10-19 09:03:20.633158,2024-10-19 09:57:20.633158,54.0,5,9,abandoned,escalated
197,CALL_000197,AGT_022,2024-10-23 22:42:20.633158,2024-10-23 23:19:20.633158,37.0,2,10,transferred,resolved
198,CALL_000198,AGT_015,2024-10-18 11:13:20.633158,2024-10-18 12:13:20.633158,60.0,2,7,transferred,escalated
199,CALL_000199,AGT_030,2024-10-11 12:39:20.633158,2024-10-11 13:05:20.633158,26.0,4,3,abandoned,follow_up
200,CALL_000200,AGT_031,2024-10-21 23:17:20.633158,2024-10-21 23:56:20.633158,39.0,1,1,completed,resolved
201,CALL_000201,AGT_012,2024-10-30 03:45:20.633158,2024-10-30 04:15:20.633158,30.0,4,8,completed,escalated
202,CALL_000202,AGT_037,2024-10-19 02:45:20.633158,2024-10-19 03:26:20.633158,41.0,5,2,abandoned,resolved
203,CALL_000203,AGT_042,2024-10-09 05:36:20.633158,2024-10-09 05:58:20.633158,22.0,4,8,completed,escalated
204,CALL_000204,AGT_036,2024-10-23 15:42:20.633158,2024-10-23 16:12:20.633158,30.0,4,8,abandoned,follow_up
205,CALL_000205,AGT_014,2024-10-29 00:04:20.633158,2024-10-29 00:49:20.633158,45.0,5,4,abandoned,follow_up
206,CALL_000206,AGT_017,2024-10-20 21:00:20.633158,2024-10-20 21:10:20.633158,10.0,2,4,transferred,resolved
207,CALL_000207,AGT_029,2024-10-20 16:44:20.633158,2024-10-20 16:45:20.633158,1.0,1,5,abandoned,escalated
208,CALL_000208,AGT_021,2024-10-22 22:56:20.633158,2024-10-22 22:57:20.633158,1.0,4,6,transferred,resolved
209,CALL_000209,AGT_031,2024-10-12 06:37:20.633158,2024-10-12 07:17:20.633158,40.0,5,2,completed,resolved
210,CALL_000210,AGT_031,2024-10-21 08:46:20.633158,2024-10-21 09:34:20.633158,48.0,4,4,completed,escalated
211,CALL_000211,AGT_001,2024-11-02 06:45:20.633158,2024-11-02 07:04:20.633158,19.0,5,6,completed,escalated
212,CALL_000212,AGT_021,2024-10-12 23:35:20.633158,2024-10-12 23:44:20.633158,9.0,4,3,completed,escalated
213,CALL_000213,AGT_010,2024-10-12 06:28:20.633158,2024-10-12 07:22:20.633158,54.0,3,7,transferred,follow_up
214,CALL_000214,AGT_036,2024-11-03 15:36:20.633158,2024-11-03 16:10:20.633158,34.0,5,1,completed,resolved
215,CALL_000215,AGT_035,2024-10-26 22:41:20.633158,2024-10-26 22:54:20.633158,13.0,4,3,abandoned,resolved
216,CALL_000216,AGT_019,2024-10-07 06:48:20.633158,2024-10-07 07:05:20.633158,17.0,4,9,abandoned,follow_up
217,CALL_000217,AGT_040,2024-10-15 06:36:20.633158,2024-10-15 07:33:20.633158,57.0,2,8,abandoned,escalated
218,CALL_000218,AGT_022,2024-11-05 00:19:20.633158,2024-11-05 00:21:20.633158,2.0,3,3,transferred,follow_up
219,CALL_000219,AGT_038,2024-10-18 12:22:20.633158,2024-10-18 12:36:20.633158,14.0,5,9,completed,follow_up
